"id","title","description","state","product","parent_id","parent_ids","collection_id","tags","author_id","created_at","updated_at","url","tiene_descripcion","es_draft","potencialmente_obsoleto"
"12883313","Cómo consultar y gestionar las facturas generadas en el sistema","Aprende a buscar, filtrar, revisar e imprimir los documentos de venta registrados en tu plataforma.","published","Desconocido","16749237","[16749237]","16749237","[]","9829033","1763569051","1778880250","https://universidad-postienda.loggro.com/es/articles/12883313-como-consultar-y-gestionar-las-facturas-generadas-en-el-sistema","True","False","False"
"12883284","Cómo realizar un arqueo de caja en POS Tienda: Guía paso a paso","Aprende a realizar el arqueo de caja en POS Tienda: cierra tu turno, valida ventas y cuadra pagos paso a paso.","published","Desconocido","16749237","[16749237]","16749237","[]","9829033","1763568876","1778878348","https://universidad-postienda.loggro.com/es/articles/12883284-como-realizar-un-arqueo-de-caja-en-pos-tienda-guia-paso-a-paso","True","False","False"
"12883281","Cómo eliminar pedidos en POS Tienda: Guía paso a paso","Elimina pedidos en POS Tienda fácilmente: accede, filtra, selecciona y borra hasta 50 registros a la vez.","published","Desconocido","16749237","[16749237]","16749237","[]","9829033","1763568866","1778873836","https://universidad-postienda.loggro.com/es/articles/12883281-como-eliminar-pedidos-en-pos-tienda-guia-paso-a-paso","True","False","False"
"12883262","Cómo consultar el listado de pedidos en el sistema POS Tienda","Gestiona y revisa todos tus pedidos en POS Tienda: filtros, estados y columnas explicados.","published","Desconocido","16749237","[16749237]","16749237","[]","9829033","1763568765","1778872144","https://universidad-postienda.loggro.com/es/articles/12883262-como-consultar-el-listado-de-pedidos-en-el-sistema-pos-tienda","True","False","False"
"12883254","Cómo realizar la apertura de caja en tu sistema de ventas","Aprende a realizar la apertura de caja paso a paso y mantén el control financiero de tu negocio cada día.","published","Desconocido","16749237","[16749237]","16749237","[]","9829033","1763568721","1778864807","https://universidad-postienda.loggro.com/es/articles/12883254-como-realizar-la-apertura-de-caja-en-tu-sistema-de-ventas","True","False","False"
"12883251","Cómo consultar el Informe de Pedidos Cancelados en POS Tienda","Consulta los pedidos cancelados en POS Tienda: filtra por fecha, revisa motivos y exporta el informe a Excel.","published","Desconocido","16749237","[16749237]","16749237","[]","9829033","1763568701","1778864154","https://universidad-postienda.loggro.com/es/articles/12883251-como-consultar-el-informe-de-pedidos-cancelados-en-pos-tienda","True","False","False"
"12883340","Cómo habilitar la Facturación Electrónica en Loggro POS Tienda: Guía paso a paso","""Aprende a habilitar la facturación electrónica en Loggro POS Tienda con la DIAN paso a paso.""","published","Desconocido","16749222","[16749222]","16749222","[]","9829033","1763569199","1778862674","https://universidad-postienda.loggro.com/es/articles/12883340-como-habilitar-la-facturacion-electronica-en-loggro-pos-tienda-guia-paso-a-paso","True","False","False"
"12883315","Cómo imprimir facturas electrónicas en Loggro POS Tienda","¿Tu factura electrónica no imprime en Loggro POS? Aprende qué hacer si la DIAN tarda o rechaza el documento.","published","Desconocido","16749222","[16749222]","16749222","[]","9829033","1763569074","1778789944","https://universidad-postienda.loggro.com/es/articles/12883315-como-imprimir-facturas-electronicas-en-loggro-pos-tienda","True","False","False"
"15086863","Guía completa: manejo de comensales","Aprende a registrar, consultar y analizar el número de comensales por pedido. Accede a estadísticas operativas para tomar mejores decisiones en tu establecimiento.","published","Restobar","","[16748913]","16748913","[]","9829033","1778697264","1778712839","https://universidad-restobar.loggro.com/es/articles/15086863-guia-completa-manejo-de-comensales","True","False","False"
"15072827","Comunicado sobre Suspensión del Decreto 572 de 2025 – Retención en la Fuente","Decreto 572 suspendido: conozca las nuevas tarifas de retención en la fuente vigentes desde el 8 de mayo de 2026.","published","Pymes","","[16589252]","16589252","[]","9829033","1778599988","1778614874","https://universidad-pymes.loggro.com/es/articles/15072827-comunicado-sobre-suspension-del-decreto-572-de-2025-retencion-en-la-fuente","True","False","False"
"15074767","Your first public article (Loggro Enterprise)","Some resources to help you understand how Articles can be used","draft","Desconocido","","[]","","[]","9829033","1778614346","1778614346","","True","True","False"
"15032802","Cómo hacer una carga masiva de movimientos de inventario","Aprende a registrar múltiples movimientos de inventario desde Excel en pocos pasos. Rápido y sin errores.","published","Restobar","","[16748994]","16748994","[]","9829033","1778259323","1778536529","https://universidad-restobar.loggro.com/es/articles/15032802-como-hacer-una-carga-masiva-de-movimientos-de-inventario","True","False","False"
"12880839","Cómo hacer un traslado de inventario","Realiza traslados de productos entre diferentes ubicaciones de inventario.","published","Restobar","16748994","[16748994]","16748994","[]","9829033","1763561625","1778531605","https://universidad-restobar.loggro.com/es/articles/12880839-como-hacer-un-traslado-de-inventario","True","False","False"
"12880732","Cómo ingresar una compra de inventario","Registra compras de inventario y actualiza existencias.","published","Restobar","16748994","[16748994]","16748994","[]","9829033","1763561199","1778531318","https://universidad-restobar.loggro.com/es/articles/12880732-como-ingresar-una-compra-de-inventario","True","False","False"
"12880713","Cómo hacer un ajuste de inventario","Aprende a realizar ajustes de inventario paso a paso.","published","Restobar","16748994","[16748994]","16748994","[]","9829033","1763561095","1778531215","https://universidad-restobar.loggro.com/es/articles/12880713-como-hacer-un-ajuste-de-inventario","True","False","False"
"14491581","Cómo verificar el historial de pagos y descargar tus facturas de Loggro Alojamientos","","published","Alojamientos","","[19361552]","19361552","[]","9829033","1775683517","1778160807","https://universidad-alojamientos.loggro.com/es/articles/14491581-como-verificar-el-historial-de-pagos-y-descargar-tus-facturas-de-loggro-alojamientos","False","False","False"
"14489814","Cómo modificar tu plan de Loggro Alojamientos paso a paso","Modifica tu plan en Loggro Alojamientos fácil: cambia de plan o ajusta funciones según tu negocio.","published","Alojamientos","","[19361552]","19361552","[]","9829033","1775678032","1778160773","https://universidad-alojamientos.loggro.com/es/articles/14489814-como-modificar-tu-plan-de-loggro-alojamientos-paso-a-paso","True","False","False"
"14477419","Cómo pagar tu plan de Loggro Alojamientos paso a paso","Paga o reactiva tu plan Loggro Alojamientos fácil y rápido con múltiples medios de pago disponibles.","published","Alojamientos","","[19361552]","19361552","[]","9829033","1775589960","1778160743","https://universidad-alojamientos.loggro.com/es/articles/14477419-como-pagar-tu-plan-de-loggro-alojamientos-paso-a-paso","True","False","False"
"14896741","Entradas con costo: ¿Cuándo se pueden eliminar y por qué?","Si alguna vez intentaste eliminar una Entrada con costo y el botón apareció deshabilitado, esta guía te explica por qué sucede y qué puedes hacer en cada caso.","draft","Desconocido","","[19546787]","19546787","[]","9829033","1777924447","1777930915","","True","True","False"
"12883297","Cómo emitir una factura electrónica desde POS Tienda","Aprende a emitir facturas electrónicas desde POS Tienda paso a paso: registra clientes y valida ante la DIAN.","published","Desconocido","16749222","[16749222]","16749222","[]","9829033","1763568962","1777583129","https://universidad-postienda.loggro.com/es/articles/12883297-como-emitir-una-factura-electronica-desde-pos-tienda","True","False","False"
"12883333","Cómo aplicar un descuento a una factura en POS Tienda","Aprende a aplicar un descuento por porcentaje o por valor en dinero directamente desde el módulo de ventas, en pocos pasos y sin complicaciones.","published","Desconocido","16749221","[16749221]","16749221","[]","9829033","1763569154","1777511164","https://universidad-postienda.loggro.com/es/articles/12883333-como-aplicar-un-descuento-a-una-factura-en-pos-tienda","True","False","False"
"12883300","Cómo generar una factura en POS Tienda","Aprende a generar facturas en POS Tienda: selecciona productos, aplica descuentos y registra pagos fácilmente.","published","Desconocido","16749221","[16749221]","16749221","[]","9829033","1763568981","1777510505","https://universidad-postienda.loggro.com/es/articles/12883300-como-generar-una-factura-en-pos-tienda","True","False","False"
"12883275","Cómo registrar una venta a crédito en POS Tienda","Aprende paso a paso cómo crear una factura a crédito en POS Tienda: selección de productos, asignación del cliente, tipo de crédito, cuotas y abonos.","published","Desconocido","16749221","[16749221]","16749221","[]","9829033","1763568840","1777510412","https://universidad-postienda.loggro.com/es/articles/12883275-como-registrar-una-venta-a-credito-en-pos-tienda","True","False","False"
"12883314","Cómo realizar el cierre de caja: guía paso a paso","Aprende a realizar el cierre de caja paso a paso. Guía clara para administradores y equipos de gestión humana. ¡Fácil y rápido!","published","Desconocido","16749221","[16749221]","16749221","[]","9829033","1763569057","1777510320","https://universidad-postienda.loggro.com/es/articles/12883314-como-realizar-el-cierre-de-caja-guia-paso-a-paso","True","False","False"
"12883305","Cómo registrar una venta con múltiples medios de pago","Aprende a registrar ventas con múltiples medios de pago en pocos pasos. Guía clara y sencilla para tu equipo.","published","Desconocido","16749221","[16749221]","16749221","[]","9829033","1763569014","1777509249","https://universidad-postienda.loggro.com/es/articles/12883305-como-registrar-una-venta-con-multiples-medios-de-pago","True","False","False"
"12883354","Sesiones Express de Capacitación: Loggro POS Tienda","Aprende a usar Loggro POS Tienda con sesiones express en vivo. Capacítate gratis los martes y jueves.","published","Desconocido","16749192","[16749192]","16749192","[]","9829033","1763569269","1777504154","https://universidad-postienda.loggro.com/es/articles/12883354-sesiones-express-de-capacitacion-loggro-pos-tienda","True","False","False"
"12816170","Proceso de Facturación Electrónica con Loggro Pymes: Guía paso a paso","Guía paso a paso para implementar la facturación electrónica en Loggro Pymes fácil y rápido con la DIAN.","published","Pymes","16589032","[19455968]","19455968","[]","9829033","1762914966","1777497733","https://universidad-pymes.loggro.com/es/articles/12816170-proceso-de-facturacion-electronica-con-loggro-pymes-guia-paso-a-paso","True","False","False"
"12815989","Cómo habilitarse como facturador electrónico ante la DIAN usando Loggro","Aprende a habilitarte como facturador electrónico ante la DIAN paso a paso con Loggro. Guía completa y práctica.","published","Pymes","16589032","[19455914]","19455914","[]","9829033","1762914561","1777494860","https://universidad-pymes.loggro.com/es/articles/12815989-como-habilitarse-como-facturador-electronico-ante-la-dian-usando-loggro","True","False","False"
"12815885","Cómo transmitir Documentos Soporte a la DIAN desde Loggro: Guía completa paso a paso","Aprende a transmitir Documentos Soporte a la DIAN desde Loggro con esta guía paso a paso. ¡Cumple tu obligación fácilmente!","published","Pymes","16589032","[19455914]","19455914","[]","9829033","1762914109","1777412590","https://universidad-pymes.loggro.com/es/articles/12815885-como-transmitir-documentos-soporte-a-la-dian-desde-loggro-guia-completa-paso-a-paso","True","False","False"
"12815848","Guía rápida - Cómo configurar y transmitir el Documento Soporte en Loggro","Aprende paso a paso cómo habilitar, configurar y transmitir el Documento Soporte ante la DIAN desde tu cuenta de Loggro, sin necesidad de conocimientos técnicos.","published","Pymes","16589032","[19455914]","19455914","[]","9829033","1762913999","1777412866","https://universidad-pymes.loggro.com/es/articles/12815848-guia-rapida-como-configurar-y-transmitir-el-documento-soporte-en-loggro","True","False","False"
